2003%10%23%Thursday%02%19%21%26%46%48%%0%0.00%%3,769.00%72.00%3.00%20031023%A
2003%10%20%Monday%05%07%24%33%44%49%%0%0.00%%4,094.00%62.00%3.00%20031020%A
2003%10%16%Thursday%02%13%15%31%38%44%%1%2,000,000.00%%5,572.00%63.00%3.00%20031016%A
2003%10%13%Monday%11%12%17%18%31%38%%1%6,187,929.00%%2,319.00%52.00%3.00%20031013%A
2003%10%09%Thursday%06%19%33%36%38%39%%0%0.00%%2,833.00%59.00%3.00%20031009%A
2003%10%06%Monday%09%14%31%32%43%45%%0%0.00%%3,526.00%76.00%3.00%20031006%A
2003%10%02%Thursday%01%16%28%34%39%49%%0%0.00%%5,120.00%85.00%3.00%20031002%A
2003%09%29%Monday%05%07%15%28%40%44%%0%0.00%%2,633.00%54.00%3.00%20030929%A
2003%09%25%Thursday%04%15%18%33%42%47%%0%0.00%%3,810.00%74.00%3.00%20030925%A
2003%09%22%Monday%07%10%22%26%31%39%%0%0.00%%1,904.00%46.00%3.00%20030922%A
2003%09%18%Thursday%05%06%13%34%35%39%%0%0.00%%3,164.00%66.00%3.00%20030918%A
2003%09%15%Monday%04%10%19%27%32%35%%0%0.00%%2,394.00%47.00%3.00%20030915%A
2003%09%11%Thursday%02%05%22%34%38%44%%0%0.00%%3,781.00%61.00%3.00%20030915%U
2003%09%08%Monday%01%04%10%18%30%49%%0%0.00%%2,545.00%45.00%3.00%20030908%A
2003%09%04%Thursday%15%17%24%37%38%47%%0%0.00%%8,976.00%70.00%3.00%20030904%A
2003%09%01%Monday%14%15%29%30%45%49%%0%0.00%%8,721.00%90.00%3.00%20030901%A
2003%08%28%Thursday%06%13%14%17%41%43%%1%2,000,000.00%%2,938.00%62.00%3.00%20030828%A
2003%08%25%Monday%05%10%12%19%22%47%%0%0.00%%1,760.00%38.00%3.00%20030825%A
2003%08%21%Thursday%13%14%30%38%40%41%%0%0.00%%6,538.00%76.00%3.00%20030821%A
2003%08%18%Monday%19%28%32%40%45%48%%0%0.00%%3,775.00%80.00%3.00%20030819%U
2003%08%14%Thursday%03%04%16%19%31%34%%1%7,000,000.00%%3,070.00%51.00%3.00%20030814%U
2003%08%11%Monday%03%05%14%29%37%45%%0%0.00%%1,883.00%59.00%3.00%20030811%A
2003%08%07%Thursday%04%16%28%31%35%40%%0%0.00%%4,588.00%63.00%3.00%20030807%A
2003%08%04%Monday%06%08%12%13%32%47%%0%0.00%%3,268.00%58.00%3.00%20030804%A
2003%07%31%Thursday%21%24%34%40%45%47%%0%0.00%%4,835.00%84.00%3.00%20030731%A
2003%07%28%Monday%14%29%30%32%36%40%%0%0.00%%2,835.00%75.00%3.00%20030728%A
2003%07%24%Thursday%04%12%17%19%24%26%%0%0.00%%1,296.00%33.00%3.00%20030724%A
2003%07%21%Monday%04%25%32%33%34%47%%0%0.00%%5,534.00%76.00%3.00%20030721%A
2003%07%17%Thursday%16%25%37%38%42%44%%0%0.00%%4,224.00%77.00%3.00%20030717%A
2003%07%14%Monday%05%10%14%15%30%37%%0%0.00%%3,951.00%39.00%3.00%20030714%A
2003%07%10%Thursday%09%13%15%18%39%41%%0%0.00%%2,748.00%59.00%3.00%20030710%A
2003%07%07%Monday%13%24%27%28%38%46%%0%0.00%%2,784.00%67.00%3.00%20030707%A
2003%07%03%Thursday%05%08%10%29%45%46%%0%0.00%%2,464.00%54.00%3.00%20030703%A
2003%06%30%Monday%04%15%16%22%34%37%%0%0.00%%3,028.00%54.00%3.00%20030630%A
2003%06%26%Thursday%01%19%20%27%31%44%%1%13,900,000.00%%3,185.00%62.00%3.00%20030626%A
2003%06%23%Monday%08%22%25%28%42%43%%0%0.00%%3,847.00%62.00%3.00%20030623%A
2003%06%19%Thursday%03%06%23%32%42%43%%0%0.00%%2,495.00%57.00%3.00%20030619%A
2003%06%16%Monday%02%09%16%26%30%38%%0%0.00%%3,099.00%48.00%3.00%20030616%A
2003%06%12%Thursday%02%05%21%32%34%49%%0%0.00%%2,850.00%72.00%3.00%20030612%A
2003%06%09%Monday%16%21%30%31%42%43%%0%0.00%%4,151.00%74.00%3.00%20030609%A
2003%06%05%Thursday%12%15%21%31%39%44%%0%0.00%%3,586.00%65.00%3.00%20030605%A
2003%06%02%Monday%10%18%19%30%38%40%%0%0.00%%3,001.00%60.00%3.00%20030602%A
2003%05%29%Thursday%02%14%21%25%31%46%%0%0.00%%2,682.00%58.00%3.00%20030529%A
2003%05%26%Monday%01%13%14%18%40%41%%0%0.00%%4,114.00%64.00%3.00%20030526%A
2003%05%22%Thursday%18%23%25%33%43%46%%0%0.00%%3,885.00%58.00%3.00%20030522%A
2003%05%19%Monday%12%19%26%35%36%42%%0%0.00%%3,307.00%64.00%3.00%20030519%A
2003%05%15%Thursday%08%11%24%35%37%45%%0%0.00%%3,765.00%66.00%3.00%20030515%A
2003%05%12%Monday%14%15%21%26%46%49%%0%0.00%%6,256.00%77.00%3.00%20030512%A
2003%05%08%Thursday%06%25%32%38%44%48%%0%0.00%%2,824.00%76.00%3.00%20030508%A
2003%05%05%Monday%07%12%15%22%28%46%%1%11,800,000.00%%3,064.00%45.00%3.00%20030505%A
2003%05%01%Thursday%01%08%10%16%34%42%%0%0.00%%2,605.00%52.00%3.00%20030501%A
2003%04%28%Monday%04%24%30%46%47%48%%0%0.00%%4,297.00%87.00%3.00%20030428%A
2003%04%24%Thursday%12%18%34%40%42%47%%0%0.00%%3,567.00%75.00%3.00%20030424%A
2003%04%21%Monday%04%12%23%32%40%44%%0%0.00%%2,222.00%52.00%3.00%20030421%A
2003%04%17%Thursday%02%05%18%27%28%47%%0%0.00%%4,767.00%52.00%3.00%20030417%A
2003%04%14%Monday%08%17%25%27%29%44%%0%0.00%%4,062.00%47.00%3.00%20030414%A
2003%04%10%Thursday%02%08%25%38%43%48%%0%0.00%%2,950.00%79.00%3.00%20030410%A
2003%04%07%Monday%11%27%39%42%44%48%%0%0.00%%3,670.00%75.00%3.00%20030407%A
2003%04%03%Thursday%05%13%14%20%37%49%%0%0.00%%3,225.00%74.00%3.00%20030403%A
2003%03%31%Monday%08%13%30%34%36%41%%0%0.00%%2,708.00%64.00%3.00%20030331%A
2003%03%27%Thursday%06%10%18%24%30%31%%0%0.00%%1,336.00%33.00%3.00%20030327%A
2003%03%24%Monday%08%11%15%20%40%42%%0%0.00%%2,939.00%60.00%3.00%20030324%A
2003%03%20%Thursday%04%14%16%24%25%32%%1%2,000,000.00%%1,707.00%45.00%3.00%20030320%U
2003%03%17%Monday%08%21%29%39%42%44%%0%0.00%%2,117.00%70.00%3.00%20030317%A
2003%03%13%Thursday%10%18%21%30%32%48%%1%6,000,000.00%%8,714.00%63.00%3.00%20030313%A
2003%03%10%Monday%19%28%29%31%35%44%%0%0.00%%5,326.00%67.00%3.00%20030310%A
2003%03%06%Thursday%10%27%33%35%36%40%%0%0.00%%3,393.00%71.00%3.00%20030306%A
2003%03%03%Monday%10%12%13%15%19%24%%0%0.00%%1,261.00%33.00%3.00%20030303%A
2003%02%27%Thursday%17%21%40%43%44%46%%0%0.00%%4,357.00%75.00%3.00%20030227%A
2003%02%24%Monday%18%19%26%35%37%41%%0%0.00%%3,118.00%71.00%3.00%20030224%A
2003%02%20%Thursday%08%21%23%24%31%41%%0%0.00%%3,650.00%59.00%3.00%20030220%A
2003%02%17%Monday%02%03%06%14%21%23%%1%11,100,000.00%%1,125.00%31.00%3.00%20030217%A
2003%02%13%Thursday%11%13%17%25%33%47%%0%0.00%%2,919.00%53.00%3.00%20030213%A
2003%02%10%Monday%08%13%25%28%36%38%%0%0.00%%3,174.00%53.00%3.00%20030210%A
2003%02%06%Thursday%07%15%25%29%34%49%%0%0.00%%4,556.00%65.00%3.00%20030206%A
2003%02%03%Monday%16%19%24%27%34%45%%0%0.00%%4,706.00%58.00%3.00%20030203%A
2003%01%30%Thursday%09%11%13%19%37%39%%0%0.00%%2,098.00%40.00%3.00%20030130%A
2003%01%27%Monday%04%08%11%12%18%44%%0%0.00%%1,370.00%34.00%3.00%20030127%A
2003%01%23%Thursday%07%09%10%22%32%41%%0%0.00%%2,938.00%52.00%3.00%20030123%A
2003%01%20%Monday%01%28%32%35%41%48%%0%0.00%%4,486.00%82.00%3.00%20030120%A
2003%01%16%Thursday%09%15%16%22%37%49%%0%0.00%%2,640.00%72.00%3.00%20030116%A
2003%01%13%Monday%11%12%20%22%37%45%%0%0.00%%3,453.00%63.00%3.00%20030113%A
2003%01%09%Thursday%15%18%23%29%34%47%%0%0.00%%6,886.00%73.00%3.00%20030109%A
2003%01%06%Monday%02%06%34%35%43%46%%0%0.00%%5,026.00%75.00%3.00%20030106%A
2003%01%02%Thursday%10%19%27%28%33%37%%1%5,500,000.00%%2,396.00%52.00%3.00%20030102%A
2002%12%30%Monday%09%13%14%28%31%44%%0%0.00%%2,420.00%58.00%3.00%20021230%A
2002%12%26%Thursday%01%32%38%39%40%48%%0%0.00%%3,430.00%90.00%3.00%20021226%A
2002%12%23%Monday%01%15%31%33%37%45%%0%0.00%%4,396.00%70.00%3.00%20021223%A
2002%12%19%Thursday%12%18%41%42%45%48%%0%0.00%%4,950.00%87.00%3.00%20021219%A
2002%12%16%Monday%03%27%31%40%41%44%%0%0.00%%3,407.00%76.00%3.00%20021216%A
2002%12%12%Thursday%01%13%28%33%38%40%%0%0.00%%3,308.00%61.00%3.00%20021212%U
2002%12%09%Monday%07%21%25%29%37%39%%1%7,000,000.00%%3,388.00%57.00%3.00%20021209%A
2002%12%05%Thursday%02%26%28%29%41%46%%0%0.00%%4,594.00%78.00%3.00%20021205%A
2002%12%02%Monday%03%16%19%21%38%48%%0%0.00%%3,113.00%66.00%3.00%20021202%A
2002%11%28%Thursday%16%29%31%36%38%47%%0%0.00%%3,697.00%82.00%3.00%20021128%A
2002%11%25%Monday%01%02%12%21%24%32%%0%0.00%%1,949.00%40.00%3.00%20021125%A
2002%11%21%Thursday%03%13%15%19%21%29%%0%0.00%%1,429.00%32.00%3.00%20021121%A
2002%11%18%Monday%06%11%21%24%32%44%%0%0.00%%2,189.00%52.00%3.00%20021118%A
2002%11%14%Thursday%03%04%24%29%41%46%%0%0.00%%3,038.00%73.00%3.00%20021114%A
2002%11%11%Monday%05%06%25%27%42%45%%0%0.00%%5,926.00%60.00%3.00%20021111%A
2002%11%07%Thursday%09%11%12%17%20%25%%2%1,500,000.00%%1,304.00%28.00%3.00%20021107%A
2002%11%04%Monday%13%22%23%30%31%44%%0%0.00%%5,117.00%57.00%3.00%20021104%A
2002%10%31%Thursday%01%12%36%37%41%43%%0%0.00%%3,400.00%85.00%3.00%20021031%A
2002%10%28%Monday%10%13%16%21%26%28%%0%0.00%%1,356.00%36.00%3.00%20021028%A
2002%10%24%Thursday%05%13%15%19%27%47%%1%7,000,000.00%%4,172.00%47.00%3.00%20021024%A
2002%10%21%Monday%04%08%10%26%44%49%%0%0.00%%4,118.00%60.00%3.00%20021021%A
2002%10%17%Thursday%07%08%11%26%42%47%%0%0.00%%3,011.00%63.00%3.00%20021017%U
2002%10%14%Monday%20%21%22%30%39%45%%0%0.00%%3,379.00%78.00%3.00%20021014%A
2002%10%10%Thursday%09%13%23%37%39%44%%0%0.00%%1,995.00%55.00%3.00%20021010%A
2002%10%07%Monday%18%22%25%28%32%47%%0%0.00%%6,331.00%69.00%3.00%20021007%A
2002%10%03%Thursday%01%03%07%22%25%46%%0%0.00%%2,048.00%39.00%3.00%20021003%A
2002%09%30%Monday%01%02%14%33%44%45%%0%0.00%%4,302.00%68.00%3.00%20020930%A
2002%09%26%Thursday%04%26%31%39%42%47%%1%2,000,000.00%%4,609.00%78.00%3.00%20020926%A
2002%09%23%Monday%01%12%23%28%43%48%%1%2,000,000.00%%3,029.00%69.00%3.00%20020923%A
2002%09%19%Thursday%03%06%16%25%37%44%%0%0.00%%3,561.00%59.00%3.00%20020919%A
2002%09%16%Monday%07%11%28%33%40%41%%1%4,400,000.00%%1,535.00%52.00%3.00%20020916%A
2002%09%12%Thursday%01%03%05%23%30%32%%0%0.00%%1,509.00%38.00%3.00%20020912%A
2002%09%09%Monday%06%21%25%29%36%42%%0%0.00%%3,917.00%60.00%3.00%20020909%A
2002%09%05%Thursday%06%09%13%15%23%44%%0%0.00%%2,213.00%41.00%3.00%20020905%A
2002%09%02%Monday%03%17%27%38%46%48%%0%0.00%%4,427.00%73.00%3.00%20020902%A
2002%08%29%Thursday%08%09%13%23%27%33%%1%2,000,000.00%%1,512.00%31.00%3.00%20020829%A
2002%08%26%Monday%23%27%34%37%46%47%%0%0.00%%3,015.00%72.00%3.00%20020826%A
2002%08%22%Thursday%06%07%13%15%17%41%%1%4,500,000.00%%2,339.00%47.00%3.00%20020822%A
2002%08%19%Monday%18%26%28%34%40%49%%0%0.00%%5,028.00%80.00%3.00%20020819%A
2002%08%15%Thursday%02%09%29%35%44%45%%0%0.00%%4,916.00%71.00%3.00%20020815%A
2002%08%12%Monday%10%24%26%39%40%48%%0%0.00%%2,796.00%86.00%3.00%20020812%A
2002%08%08%Thursday%01%09%32%36%38%44%%0%0.00%%2,970.00%70.00%3.00%20020808%A
2002%08%05%Monday%05%19%20%39%40%48%%1%5,800,000.00%%2,826.00%77.00%3.00%20020805%U
2002%08%01%Thursday%02%27%30%34%47%48%%0%0.00%%4,705.00%84.00%3.00%20020801%A
2002%07%29%Monday%14%23%28%36%41%43%%0%0.00%%3,925.00%68.00%3.00%20020729%A
2002%07%25%Thursday%08%19%37%39%42%43%%0%0.00%%4,751.00%72.00%3.00%20020725%A
2002%07%22%Monday%12%14%17%32%33%37%%0%0.00%%3,795.00%64.00%3.00%20020722%A
2002%07%18%Thursday%03%12%20%27%39%45%%0%0.00%%2,751.00%61.00%3.00%20020718%A
2002%07%15%Monday%06%08%18%23%25%38%%1%13,000,000.00%%1,838.00%41.00%3.00%20020715%A
2002%07%11%Thursday%15%17%19%28%34%36%%0%0.00%%3,427.00%59.00%3.00%20020711%A
2002%07%08%Monday%12%15%18%27%34%38%%0%0.00%%2,015.00%53.00%3.00%20020708%A
2002%07%04%Thursday%11%18%21%33%44%48%%0%0.00%%3,165.00%67.00%3.00%20020704%A
2002%07%01%Monday%07%09%19%21%26%34%%0%0.00%%1,571.00%37.00%3.00%20020702%U
2002%06%27%Thursday%03%09%19%23%35%39%%0%0.00%%2,020.00%42.00%3.00%20020627%A
2002%06%24%Monday%14%17%25%34%36%40%%0%0.00%%2,786.00%66.00%3.00%20020624%A
2002%06%20%Thursday%04%09%16%22%35%47%%0%0.00%%3,223.00%58.00%3.00%20020620%A
2002%06%17%Monday%14%23%28%31%37%40%%0%0.00%%3,132.00%65.00%3.00%20020617%A
2002%06%13%Thursday%05%22%25%34%41%45%%0%0.00%%3,019.00%61.00%3.00%20020613%A
2002%06%10%Monday%08%10%28%38%39%42%%0%0.00%%2,729.00%58.00%3.00%20020610%A
2002%06%06%Thursday%04%05%15%26%34%41%%0%0.00%%5,230.00%62.00%3.00%20020606%A
2002%06%03%Monday%06%11%15%16%26%37%%1%45,500,000.00%%2,622.00%48.00%3.00%20020603%A
2002%05%30%Thursday%01%09%11%13%31%37%%0%0.00%%1,945.00%46.00%3.00%20020530%A
2002%05%27%Monday%01%08%09%12%29%35%%0%0.00%%2,192.00%41.00%3.00%20020527%A
2002%05%23%Thursday%05%12%25%33%42%43%%0%0.00%%2,238.00%52.00%3.00%20020523%A
2002%05%20%Monday%08%11%20%33%43%44%%0%0.00%%2,647.00%59.00%3.00%20020520%A
2002%05%16%Thursday%05%14%21%25%32%41%%0%0.00%%2,322.00%52.00%3.00%20020516%A
2002%05%13%Monday%04%18%25%30%38%43%%0%0.00%%3,917.00%59.00%3.00%20020513%A
2002%05%09%Thursday%05%06%32%35%38%44%%0%0.00%%2,674.00%65.00%3.00%20020509%A
2002%05%06%Monday%01%07%11%14%32%43%%0%0.00%%2,715.00%51.00%3.00%20020506%A
2002%05%02%Thursday%05%14%23%38%40%44%%0%0.00%%2,726.00%62.00%3.00%20020502%A
2002%04%29%Monday%01%21%26%39%47%49%%0%0.00%%4,805.00%74.00%3.00%20020429%A
2002%04%25%Thursday%03%33%34%38%43%46%%0%0.00%%3,648.00%65.00%3.00%20020425%A
2002%04%22%Monday%13%14%29%39%42%43%%0%0.00%%3,715.00%69.00%3.00%20020422%A
2002%04%18%Thursday%16%17%25%29%34%46%%0%0.00%%3,058.00%67.00%3.00%20020418%A
2002%04%15%Monday%02%22%31%38%40%46%%0%0.00%%3,443.00%73.00%3.00%20020415%A
2002%04%11%Thursday%06%11%23%29%34%37%%0%0.00%%2,675.00%52.00%3.00%20020411%A
2002%04%08%Monday%10%20%29%30%31%47%%0%0.00%%3,026.00%61.00%3.00%20020408%A
2002%04%04%Thursday%07%10%11%22%23%42%%0%0.00%%2,035.00%37.00%3.00%20020404%A
2002%04%01%Monday%05%08%14%20%29%40%%0%0.00%%1,972.00%44.00%3.00%20020401%A
2002%03%28%Thursday%02%15%33%40%41%42%%0%0.00%%4,369.00%78.00%3.00%20020328%A
2002%03%25%Monday%04%05%07%17%47%49%%0%0.00%%7,671.00%58.00%3.00%20020325%A
2002%03%21%Thursday%01%03%10%11%13%38%%0%0.00%%1,110.00%31.00%3.00%20020321%A
2002%03%18%Monday%01%05%08%22%39%44%%0%0.00%%1,813.00%51.00%3.00%20020318%A
2002%03%14%Thursday%09%14%25%32%33%35%%0%0.00%%4,485.00%60.00%3.00%20020314%A
2002%03%11%Monday%13%26%30%31%33%36%%0%0.00%%3,441.00%56.00%3.00%20020311%A
2002%03%07%Thursday%01%05%09%12%16%46%%0%0.00%%1,629.00%34.00%3.00%20020307%A
2002%03%04%Monday%06%08%11%14%16%36%%1%6,000,000.00%%1,428.00%38.00%3.00%20020304%A
2002%02%28%Thursday%21%22%26%27%41%44%%0%0.00%%3,553.00%78.00%3.00%20020228%A
2002%02%25%Monday%05%18%25%26%32%48%%0%0.00%%6,599.00%65.00%3.00%20020225%A
2002%02%21%Thursday%04%05%22%26%33%44%%0%0.00%%2,808.00%52.00%3.00%20020221%A
2002%02%18%Monday%03%07%10%11%27%39%%0%0.00%%1,352.00%28.00%3.00%20020218%A
2002%02%14%Thursday%01%18%19%25%37%49%%0%0.00%%3,869.00%65.00%3.00%20020214%A
2002%02%11%Monday%04%15%22%25%29%44%%1%21,000,000.00%%2,528.00%52.00%3.00%20020211%A
2002%02%07%Thursday%06%16%18%45%46%47%%0%0.00%%2,955.00%77.00%3.00%20020207%A
2002%02%04%Monday%01%05%13%18%25%31%%0%0.00%%1,008.00%33.00%3.00%20020204%A
2002%01%31%Thursday%03%11%12%31%37%44%%0%0.00%%4,602.00%59.00%3.00%20020131%A
2002%01%28%Monday%05%08%17%22%41%47%%0%0.00%%3,348.00%58.00%3.00%20020211%U
2002%01%24%Thursday%14%22%23%35%41%44%%0%0.00%%3,147.00%64.00%3.00%20020124%A
2002%01%21%Monday%05%07%10%22%23%24%%0%0.00%%1,048.00%29.00%3.00%20020121%A
2002%01%17%Thursday%04%10%11%15%21%25%%0%0.00%%1,004.00%30.00%3.00%20020117%A
2002%01%14%Monday%08%14%18%29%40%43%%0%0.00%%4,236.00%62.00%3.00%20020115%U
2002%01%10%Thursday%17%24%26%34%39%44%%0%0.00%%4,201.00%63.00%3.00%20020110%A
2002%01%07%Monday%02%18%31%36%40%45%%0%0.00%%4,509.00%74.00%3.00%20020115%U
2002%01%03%Thursday%17%22%24%29%35%48%%0%0.00%%3,294.00%70.00%3.00%20020115%U
2001%12%31%Monday%05%10%16%35%42%44%%0%0.00%%2,691.00%61.00%3.00%20011231%A
2001%12%27%Thursday%03%07%12%30%33%45%%0%0.00%%1,622.00%43.00%3.00%20011228%U
2001%12%24%Monday%03%06%11%37%39%45%%0%0.00%%3,897.00%61.00%3.00%20011226%U
2001%12%20%Thursday%03%06%07%17%19%39%%0%0.00%%1,321.00%37.00%3.00%20011220%A
2001%12%17%Monday%02%18%26%34%47%48%%0%0.00%%3,672.00%83.00%3.00%20011217%A
2001%12%13%Thursday%12%14%21%25%32%47%%1%14,000,000.00%%3,697.00%68.00%3.00%20011213%A
2001%12%10%Monday%06%07%09%13%17%25%%0%0.00%%1,049.00%28.00%3.00%20011212%U
2001%12%06%Thursday%20%22%27%38%39%40%%0%0.00%%3,247.00%71.00%3.00%20011206%A
2001%12%03%Monday%01%04%06%08%46%47%%0%0.00%%2,679.00%50.00%3.00%20011212%U
2001%11%29%Thursday%07%12%13%21%22%30%%0%0.00%%2,167.00%34.00%3.00%20011129%A
2001%11%26%Monday%01%05%11%26%30%40%%0%0.00%%1,864.00%43.00%3.00%20011126%A
2001%11%22%Thursday%01%21%32%45%46%49%%0%0.00%%3,681.00%79.00%3.00%20011122%A
2001%11%19%Monday%21%34%35%36%40%47%%0%0.00%%4,278.00%87.00%3.00%20011119%A
2001%11%15%Thursday%04%07%15%33%45%46%%0%0.00%%3,005.00%66.00%3.00%20011115%A
2001%11%12%Monday%01%05%17%24%32%43%%0%0.00%%2,161.00%53.00%3.00%20011112%A
2001%11%08%Thursday%15%18%23%40%45%48%%0%0.00%%4,235.00%84.00%3.00%20011108%A
2001%11%05%Monday%13%16%19%23%24%25%%0%0.00%%1,820.00%39.00%3.00%20011105%A
2001%11%01%Thursday%02%03%07%16%30%42%%0%0.00%%1,785.00%46.00%3.00%20011101%A
2001%10%29%Monday%06%16%24%32%33%35%%1%12,000,000.00%%2,663.00%62.00%3.00%20011029%A
2001%10%25%Thursday%02%06%25%30%47%49%%0%0.00%%4,674.00%71.00%3.00%20011029%U
2001%10%22%Monday%04%22%27%30%33%48%%0%0.00%%4,964.00%70.00%3.00%20011025%U
2001%10%18%Thursday%03%14%16%21%26%45%%0%0.00%%2,498.00%56.00%3.00%20011018%A
2001%10%15%Monday%04%11%23%35%43%49%%0%0.00%%2,689.00%72.00%3.00%20011017%U
2001%10%11%Unknown%14%17%23%25%28%35%%0%0.00%%2,684.00%45.00%3.00%20011017%A                                                                          
2001%10%08%Unknown%02%11%24%32%34%48%%0%0.00%%3,381.00%68.00%3.00%20011017%A                                                                          
2001%10%04%Unknown%17%21%24%26%36%48%%0%0.00%%6,823.00%72.00%3.00%20011017%A                                                                          
2001%10%01%Unknown%07%17%21%23%25%44%%0%0.00%%2,406.00%48.00%3.00%20011017%A                                                                          
2001%09%27%Unknown%21%30%33%36%48%49%%0%0.00%%3,427.00%89.00%3.00%20011017%A                                                                          
